,0
69,we gather here we line up weepin' in a sunlit room endofline and if i am on fire you will be made of ashes too endofline even on my worst day did i deserve babe endofline all the hell you gave me endofline because i loved you i swear i loved you endofline 'til my dying day endofparagraph i did not have it in myself to go with grace endofline and you are the hero flying around saving face endofline and if i am dead to you why are you at the wake endofline cursing my name wishing i stayed endofline look at how my tears ricochet endofparagraph we gather stones never knowing what they will mean endofline some to throw some to make a diamond ring endofline you know i did not want to have to haunt you endofline but what a ghostly scene endofline you wear the same jewels that i gave you endofline as you bury me endofparagraph i did not have it in myself to go with grace endofline because when i would fight you used to tell me i was brave endofline and if i am dead to you why are you at the wake endofline cursing my name wishing i stayed endofline look at how my tears ricochet endofparagraph and i can go anywhere i want endofline anywhere i want just not home endofline and you can aim for my heart go for blood endofline but you would still miss me in your bones endofline and i still talk to you when i am screaming at the sky endofline and when you can not sleep at night you hear my stolen lullabies endofparagraph i did not have it in myself to go with grace endofline and so the battleships will sink beneath the waves endofline you had to kill me but it killed you just the same endofline cursing my name wishing i stayed endofline you turned into your worst fears endofline and you are tossing out blame drunk on this pain endofline crossing out the good years endofline and you are cursing my name wishing i stayed endofline look at how my tears ricochet endofparagraph
70,i want you to know endofline i am a mirrorball endofline i will show you every version of yourself tonight endofline i will get you out on the floor endofline shimmering beautiful endofline and when i break it is in a million pieces endofparagraph hush when no one is around my dear endofline you will find me on my tallest tiptoes endofline spinning in my highest heels love endofline shining just for you endofline hush i know they said the end is near endofline but i am still on my tallest tiptoes endofline spinning in my highest heels love endofline shining just for you endofparagraph i want you to know endofline i am a mirrorball endofline i can change everything about me to fit in endofline you are not like the regulars endofline the masquerade revelers endofline drunk as they watch my shattered edges glisten endofparagraph hush when no one is around my dear endofline you will find me on my tallest tiptoes endofline spinning in my highest heels love endofline shining just for you endofline hush i know they said the end is near endofline but i am still on my tallest tiptoes endofline spinning in my highest heels love endofline shining just for you endofparagraph and they called off the circus burned the disco down endofline when they sent home the horses and the rodeo clowns endofline i am still on that tightrope endofline i am still trying everything to get you laughing at me endofline and i am still a believer but i do not know why endofline i have never been a natural all i do is try try try endofline i am still on that trapeze endofline i am still trying everything to keep you looking at me endofparagraph because i am a mirrorball endofline i am a mirrorball endofline and i will show you every version of yourself tonight endofparagraph
71,please picture me in the trees endofline i hit my peak at seven endofline feet in the swing over the creek endofline i was too scared to jump in endofline but i i was high in the sky endofline with pennsylvania under me endofline are there still beautiful things endofparagraph sweet tea in the summer endofline cross your heart will not tell no other endofline and though i can not recall your face endofline i still got love for you endofline your braids like a pattern endofline love you to the moon and to saturn endofline passed down like folk songs endofline the love lasts so long endofparagraph and i have been meaning to tell you endofline i think your house is haunted endofline your dad is always mad and that must be why endofline and i think you should come live with me endofline and we can be pirates endofline then you will not have to cry endofline or hide in the closet endofline and just like a folk song endofline our love will be passed on endofparagraph please picture me in the weeds endofline before i learned civility endofline i used to scream ferociously endofline any time i wanted endofline i i endofparagraph sweet tea in the summer endofline cross my heart will not tell no other endofline and though i can not recall your face endofline i still got love for you endofline pack your dolls and a sweater endofline we will move to india forever endofline passed down like folk songs endofline our love lasts so long endofparagraph
72,salt air and the rust on your door endofline i never needed anything more endofline whispers of are you sure endofline never have i ever before endofparagraph but i can see us lost in the memory endofline august slipped away into a moment in time endofline because it was never mine endofline and i can see us twisted in bedsheets endofline august sipped away like a bottle of wine endofline because you were never mine endofparagraph your back beneath the sun endofline wishin' i could write my name on it endofline will you call when you are back at school endofline i remember thinkin' i had you endofparagraph but i can see us lost in the memory endofline august slipped away into a moment in time endofline because it was never mine endofline and i can see us twisted in bedsheets endofline august sipped away like a bottle of wine endofline because you were never mine endofparagraph back when we were still changin' for the better endofline wanting was enough endofline for me it was enough endofline to live for the hope of it all endofline cancel plans just in case you would call endofline and say meet me behind the mall endofline so much for summer love and saying us endofline because you were not mine to lose endofline you were not mine to lose no endofparagraph but i can see us lost in the memory endofline august slipped away into a moment in time endofline because it was never mine endofline and i can see us twisted in bedsheets endofline august sipped away like a bottle of wine endofline because you were never mine endofparagraph because you were never mine endofline never mine endofline but do you remember endofline remember when i pulled up and said get in the car endofline and then canceled my plans just in case you would call endofline back when i was livin' for the hope of it all for the hope of it all endofline meet me behind the mall endofline remember when i pulled up and said get in the car endofline and then canceled my plans just in case you would call endofline back when i was livin' for the hope of it all for the hope of it all endofline meet me behind the mall endofline remember when i pulled up and said get in the car endofline and then canceled my plans just in case you would call endofline back when i was livin' for the hope of it all for the hope of it all endofline for the hope of it all for the hope of it all endofline for the hope of it all for the hope of it all endofparagraph
73,i have been having a hard time adjusting endofline i had the shiniest wheels now they are rusting endofline i did not know if you would care if i came back endofline i have a lot of regrets about that endofline pulled the car off the road to the lookout endofline could have followed my fears all the way down endofline and maybe i do not quite know what to say endofline but i am here in your doorway endofparagraph i just wanted you to know that this is me trying endofline i just wanted you to know that this is me trying endofparagraph they told me all of my cages were mental endofline so i got wasted like all my potential endofline and my words shoot to kill when i am mad endofline i have a lot of regrets about that endofline i was so ahead of the curve the curve became a sphere endofline fell behind all my classmates and i ended up here endofline pouring out my heart to a stranger endofline but i did not pour the whiskey endofparagraph i just wanted you to know that this is me trying endofline i just wanted you to know that this is me trying endofparagraph[postchorus] endofline at least i am trying endofparagraph and it is hard to be at a party when i feel like an open wound endofline it is hard to be anywhere these days when all i want is you endofline you are a flashback in a film reel on the one screen in my town endofparagraph and i just wanted you to know that this is me trying endofline and maybe i do not quite know what to say endofline i just wanted you to know that this is me trying endofparagraph at least i am trying endofparagraph
74,make sure nobody sees you leave endofline hood over your head keep your eyes down endofline tell your friends you are out for a run endofline you will be flushed when you return endofline take the road less traveled by endofline tell yourself you can always stop endofline what started in beautiful rooms endofline ends with meetings in parking lots endofparagraph and that is the thing about illicit affairs endofline and clandestine meetings and longing stares endofline it is born from just one single glance endofline but it dies and it dies and it dies endofline a million little times endofparagraph leave the perfume on the shelf endofline that you picked out just for him endofline so you leave no trace behind endofline like you do not even exist endofline take the words for what they are endofline a dwindling mercurial high endofline a drug that only worked endofline the first few hundred times endofparagraph and that is the thing about illicit affairs endofline and clandestine meetings and stolen stares endofline they show their truth one single time endofline but they lie and they lie and they lie endofline a million little times endofparagraph and you want to scream endofline do not call me kid do not call me baby endofline look at this godforsaken mess that you made me endofline you showed me colors you know i can not see with anyone else endofline do not call me kid do not call me baby endofline look at this idiotic fool that you made me endofline you taught me a secret language i can not speak with anyone else endofparagraph and you know damn well endofline for you i would ruin myself endofline a million little times endofparagraph
75,green was the color of the grass endofline where i used to read at centennial park endofline i used to think i would meet somebody there endofline teal was the color of your shirt endofline when you were sixteen at the yogurt shop endofline you used to work at to make a little money endofparagraph time curious time endofline gave me no compasses gave me no signs endofline were there clues i did not see endofline and is not it just so pretty to think endofline all along there was some endofline invisible string endofline tying you to me endofline oohoohoohooh endofparagraph bad was the blood of the song in the cab endofline on your first trip to la endofline you ate at my favorite spot for dinner endofline bold was the waitress on our threeyear trip endofline getting lunch down by the lakes endofline she said i looked like an american singer endofparagraph time mystical time endofline cutting me open then healing me fine endofline were there clues i did not see endofline and is not it just so pretty to think endofline all along there was some endofline invisible string endofline tying you to me endofline oohoohoohooh endofparagraph a string that pulled me endofline out of all the wrong arms right into that dive bar endofline something wrapped all of my past mistakes in barbed wire endofline chains around my demons endofline wool to brave the seasons endofline one single thread of gold endofline tied me to you endofparagraph cold was the steel of my axe to grind endofline for the boys who broke my heart endofline now i send their babies presents endofline gold was the color of the leaves endofline when i showed you around centennial park endofline hell was the journey but it brought me heaven endofparagraph time wondrous time endofline gave me the blues and then purplepink skies endofline and it is cool endofline baby with me endofline and is not it just so pretty to think endofline all along there was some endofline invisible string endofline tying you to me endofline oohoohoohooh endofline me endofline oohoohoohooh endofparagraph ahahah endofline ahahah endofparagraph
76,what did you think i would say to that endofline does a scorpion sting when fighting back endofline they strike to kill and you know i will endofline you know i will endofline what do you sing on your drive home endofline do you see my face in the neighbor's lawn endofline does she smile endofline or does she mouth fuck you forever endofparagraph[prechorus] endofline every time you call me crazy i get more crazy endofline what about that endofline and when you say i seem angry i get more angry endofparagraph and there is nothing like a mad woman endofline what a shame she went mad endofline no one likes a mad woman endofline you made her like that endofline and you will poke that bear 'til her claws come out endofline and you find something to wrap your noose around endofline and there is nothing like a mad woman endofparagraph now i breathe flames each time i talk endofline my cannons all firin' at your yacht endofline they say move on but you know i will not endofline and women like hunting witches too endofline doing your dirtiest work for you endofline it is obvious that wanting me dead endofline has really brought you two together endofparagraph[prechorus] endofline every time you call me crazy i get more crazy endofline what about that endofline and when you say i seem angry i get more angry endofparagraph and there is nothing like a mad woman endofline what a shame she went mad endofline no one likes a mad woman endofline you made her like that endofline and you will poke that bear 'til her claws come out endofline and you find something to wrap your noose around endofline and there is nothing like a mad woman endofparagraph i am taking my time taking my time endofline because you took everything from me endofline watching you climb watching you climb endofline over people like me endofline the master of spin has a couple side flings endofline good wives always know endofline she should be mad should be scathing like me but endofparagraph no one likes a mad woman endofline what a shame she went mad endofline you made her like that endofparagraph
77,keep your helmet keep your life son endofline just a flesh wound here is your rifle endofline crawling up the beaches now endofline sir i think he is bleeding out endofline and some things you just can not speak about endofparagraph with you i serve with you i fall down down endofline watch you breathe in watch you breathing out out endofparagraph something med school did not cover endofline someone is daughter someone is mother endofline holds your hand through plastic now endofline doc i think she is crashing out endofline and some things you just can not speak about endofparagraph only twenty minutes to sleep endofline but you dream of some epiphany endofline just one single glimpse of relief endofline to make some sense of what you have seen endofparagraph with you i serve with you i fall down down down endofline watch you breathe in watch you breathing out out endofline with you i serve with you i serve with you i fall down down down down endofline watch you breathe in watch you breathe in watch you breathing out out out out endofparagraph only twenty minutes to sleep endofline but you dream of some epiphany endofline just one single glimpse of relief endofline to make some sense of what you have seen endofparagraph
78,betty i will not make assumptions endofline about why you switched your homeroom but endofline i think it is because of me endofline betty one time i was riding on my skateboard endofline when i passed your house endofline it is like i could not breathe endofparagraph[prechorus] endofline you heard the rumors from inez endofline you can not believe a word she says endofline most times but this time it was true endofline the worst thing that i ever did endofline was what i did to you endofparagraph but if i just showed up at your party endofline would you have me would you want me endofline would you tell me to go fuck myself endofline or lead me to the garden endofline in the garden would you trust me endofline if i told you it was just a summer thing endofline i am only seventeen i do not know anything endofline but i know i miss you endofparagraph betty i know where it all went wrong endofline your favorite song was playing endofline from the far side of the gym endofline i was nowhere to be found endofline i hate the crowds you know that endofline plus i saw you dance with him endofparagraph[prechorus] endofline you heard the rumors from inez endofline you can not believe a word she says endofline most times but this time it was true endofline the worst thing that i ever did endofline was what i did to you endofparagraph but if i just showed up at your party endofline would you have me would you want me endofline would you tell me to go fuck myself endofline or lead me to the garden endofline in the garden would you trust me endofline if i told you it was just a summer thing endofline i am only seventeen i do not know anything endofline but i know i miss you endofparagraph i was walking home on broken cobblestones endofline just thinking of you when she pulled up like endofline a figment of my worst intentions endofline she said james get in let us drive endofline those days turned into nights endofline slept next to her but endofline i dreamt of you all summer long endofparagraph betty i am here on your doorstep endofline and i planned it out for weeks now endofline but it is finally sinkin' in endofline betty right now is the last time endofline i can dream about what happens when endofline you see my face again endofparagraph[prechorus] endofline the only thing i want to do endofline is make it up to you endofline so i showed up at your party endofline yeah i showed up at your party endofparagraph yeah i showed up at your party endofline will you have me will you love me endofline will you kiss me on the porch endofline in front of all your stupid friends endofline if you kiss me will it be just like i dreamed it endofline will it patch your broken wings endofline i am only seventeen i do not know anything endofline but i know i miss you endofparagraph standing in your cardigan endofline kissin' in my car again endofline stopped at a streetlight endofline you know i miss you endofparagraph
79,our comingofage has come and gone endofline suddenly this summer it is clear endofline i never had the courage of my convictions endofline as long as danger is near endofline and it is just around the corner darlin' endofline because it lives in me endofline no i could never give you peace endofparagraph but i am a fire and i will keep your brittle heart warm endofline if your cascade ocean wave blues come endofline all these people think love's for show endofline but i would die for you in secret endofline the devil's in the details but you got a friend in me endofline would it be enough if i could never give you peace endofparagraph your integrity makes me seem small endofline you paint dreamscapes on the wall endofline i talk shit with my friends it is like i am wasting your honor endofline and you know that i would swing with you for the fences endofline sit with you in the trenches endofline give you my wild give you a child endofline give you the silence that only comes when two people understand each other endofline family that i chose now that i see your brother as my brother endofline is it enough endofline but there is robbers to the east clowns to the west endofline i would give you my sunshine give you my best endofline but the rain is always going to come if you are standin' with me endofparagraph but i am a fire and i will keep your brittle heart warm endofline if your cascade ocean wave blues come endofline all these people think love's for show endofline but i would die for you in secret endofline the devil's in the details but you got a friend in me endofline would it be enough if i could never give you peace endofline would it be enough if i could never give you peace endofline would it be enough if i could never give you peace endofparagraph
80,my only one endofline my smoking gun endofline my eclipsed sun endofline this has broken me down endofline my twisted knife endofline my sleepless night endofline my winless fight endofline this has frozen my ground endofparagraph stood on the cliffside screaming give me a reason endofline your faithless love's the only hoax i believe in endofline do not want no other shade of blue but you endofline no other sadness in the world would do endofparagraph my best laid plan endofline your sleight of hand endofline my barren land endofline i am ash from your fire endofparagraph stood on the cliffside screaming give me a reason endofline your faithless love's the only hoax i believe in endofline do not want no other shade of blue but you endofline no other sadness in the world would do endofparagraph you know i left a part of me back in new york endofline you knew the hero died so what is the movie for endofline you knew it still hurts underneath my scars endofline from when they pulled me apart endofline you knew the password so i let you in the door endofline you knew you won so what is the point of keeping score endofline you knew it still hurts underneath my scars endofline from when they pulled me apart endofline but what you did was just as dark endofline ah ah ah endofline darling this was just as hard endofline as when they pulled me apart endofparagraph my only one endofline my kingdom come undone endofline my broken drum endofline you have beaten my heart endofline do not want no other shade of blue but you endofline no other sadness in the world would do endofparagraph
81,how many days did i spend thinking endofline about how you did me wrong wrong wrong endofline lived in the shade you were throwing endofline 'til all of my sunshine was gone gone gone endofline and i could not get away from ya endofline in my feelings more than drake so yeah endofline your name on my lips tonguetied endofline free rent living in my mind endofparagraph[prechorus] endofline but then something happened one magical night endofparagraph i forgot that you existed endofline and i thought that it would kill me but it did not endofline and it was so nice endofline so peaceful and quiet endofline i forgot that you existed endofline it is not love it is not hate it is just indifference endofline i forgot that you endofparagraph got out some popcorn endofline as soon as my rep started going down down down endofline laughed on the school yard endofline as soon as i tripped up and hit the ground ground ground endofline and i would have stuck around for ya endofline would have fought the whole town so yeah endofline would have been right there front row endofline even if nobody came to your show endofparagraph[prechorus] endofline but you showed who you are then one magical night endofparagraph i forgot that you existed endofline and i thought that it would kill me but it did not endofline and it was so nice endofline so peaceful and quiet endofline i forgot that you existed endofline it is not love it is not hate it is just indifference endofline i forgot that you endofparagraph sent me a clear message endofline taught me some hard lessons endofline i just forget what they were endofline it is all just a blur endofparagraph i forgot that you existed endofline and i thought that it would kill me but it did not endofline and it was so nice endofline so peaceful and quiet endofline i forgot that you existed endofline i did i did i did endofline it is not hate it is just indifference endofline it is not love it is not hate it is just indifference endofline so yeah endofparagraph
82,yeah yeah yeah yeah endofparagraph fever dream high in the quiet of the night endofline you know that i caught it oh yeah you are right i want it endofline bad bad boy shiny toy with a price endofline you know that i bought it oh yeah you are right i want it endofparagraph[prechorus] endofline killing me slow out the window endofline i am always waiting for you to be waiting below endofline devils roll the dice angels roll their eyes endofline what does not kill me makes me want you more endofparagraph and it is new the shape of your body endofline it is blue the feeling i have got endofline and it is ooh whoa oh endofline it is a cruel summer endofline it is cool that is what i tell  them endofline no rules in breakable heaven endofline but ooh whoa oh endofline it is a cruel summer endofline with you endofparagraph hang your head low in the glow of the vending machine endofline i am not dying oh yeah you are right i want it endofline we say that we will just screw it up in these trying times endofline we are not trying oh yeah you are right i want it endofparagraph[prechorus 2] endofline so cut the headlights summer's a knife endofline i am always waiting for you just to cut to the bone endofline devils roll the dice angels roll their eyes endofline and if i bleed you will be the last to know endofparagraph oh it is new the shape of your body endofline it is blue the feeling i have got endofline and it is ooh whoa oh endofline it is a cruel summer endofline it is cool that is what i tell  them endofline no rules in breakable heaven endofline but ooh whoa oh endofline it is a cruel summer endofline with you endofparagraph i am drunk in the back of the car endofline and i cried like a baby coming home from the bar oh endofline said i am fine but it was not true endofline i do not want to keep secrets just to keep you endofline and i snuck in through the garden gate endofline every night that summer just to seal my fate oh endofline and i scream for whatever it is worth endofline i love you are not that the worst thing you ever heard endofline he looks up grinning like a devil endofparagraph it is new the shape of your body endofline it is blue the feeling i have got endofline and it is ooh whoa oh endofline it is a cruel summer endofline it is cool that is what i tell  them endofline no rules in breakable heaven endofline but ooh whoa oh endofline it is a cruel summer endofline with you endofparagraph i am drunk in the back of the car endofline and i cried like a baby coming home from the bar oh endofline said i am fine but it was not true endofline i do not want to keep secrets just to keep you endofline and i snuck in through the garden gate endofline every night that summer just to seal my fate oh endofline and i scream for whatever it is worth endofline i love you are not that the worst thing you ever heard endofline yeah yeah yeah yeah endofparagraph
83,we could leave the christmas lights up 'til january endofline and this is our place we make the rules endofline and there is a dazzling haze a mysterious way about you dear endofline have i known you 20 seconds or 20 years endofparagraph can i go where you go endofline can we always be this close endofline forever and ever ah endofline take me out and take me home endofline you are my my my my lover endofparagraph we could let our friends crash in the living room endofline this is our place we make the call endofline and i am highly suspicious that everyone who sees you wants you endofline i have loved you three summers now honey but i want  them all endofparagraph can i go where you go endofline can we always be this close endofline forever and ever ah endofline take me out and take me home forever and ever endofline you are my my my my lover endofparagraph ladies and gentlemen will you please stand endofline with every guitar string scar on my hand endofline i take this magnetic force of a man to be my lover endofline my heart's been borrowed and yours has been blue endofline all's well that ends well to end up with you endofline swear to be overdramatic and true to my lover endofline and you will save all your dirtiest jokes for me endofline and at every table i will save you a seat lover endofparagraph can i go where you go endofline can we always be this close endofline forever and ever ah endofline take me out and take me home forever and ever endofline you are my my my my endofline oh you are my my my my endofline darling you are my my my my lover endofparagraph
84,i would be complex i would be cool endofline they would say i played the field before i found someone to commit to endofline and that would be okay for me to do endofline every conquest i had made would make me more of a boss to you endofparagraph[prechorus] endofline i would be a fearless leader endofline i would be an alpha type endofline when everyone believes ya endofline what is that like endofparagraph i am so sick of running as fast as i can endofline wondering if i would get there quicker if i was a man endofline and i am so sick of them coming at me again endofline because if i was a man then i would be the man endofline i would be the man endofline i would be the man endofparagraph they would say i hustled put in the work endofline they would not shake their heads and question how much of this i deserve endofline what i was wearing if i was rude endofline could all be separated from my good ideas and power moves endofparagraph[prechorus] endofline and they would toast to me oh let the players play endofline i would be just like leo in sainttropez endofparagraph i am so sick of running as fast as i can endofline wondering if i would get there quicker if i was a man endofline and i am so sick of them coming at me again endofline because if i was a man then i would be the man endofline i would be the man endofline i would be the man endofparagraph what is it like to brag about raking in dollars endofline and getting bitches and models endofline and it is all good if you are bad endofline and it is okay if you are mad endofline if i was out flashing my dollars endofline i would be a bitch not a baller endofline they would paint me out to be bad endofline so it is okay that i am mad endofparagraph i am so sick of running as fast as i can endofline wondering if i would get there quicker if i was a man you know that endofline and i am so sick of them coming at me again coming at me again endofline because if i was a man if i was a man endofline then i would be the man then i would be the man endofline i am so sick of running as fast as i can as fast as i can endofline wondering if i would get there quicker if i was a man hey endofline and i am so sick of them coming at me again coming at me again endofline because if i was a man if i was a man then i would be the man endofline i would be the man endofline i would be the man oh endofline i would be the man yeah endofline i would be the man i would be the man endofparagraph if i was a man then i would be the man endofparagraph
85,combat i am ready for combat endofline i say i do not want that but what if i do endofline because cruelty wins in the movies endofline i have got a hundred thrownout speeches i almost said to you endofparagraph[prechorus] endofline easy they come easy they go endofline i jump from the train i ride off alone endofline i never grew up it is getting so old endofline help me hold on to you endofparagraph i have been the archer i have been the prey endofline who could ever leave me darling endofline but who could stay endofparagraph dark side i search for your dark side endofline but what if i am alright right right right here endofline and i cut off my nose just to spite my face endofline then i hate my reflection for years and years endofparagraph[prechorus] endofline i wake in the night i pace like a ghost endofline the room is on fire invisible smoke endofline and all of my heroes die all alone endofline help me hold on to you endofparagraph i have been the archer i have been the prey endofline screaming who could ever leave me darling endofline but who could stay endofline i see right through me i see right through me endofparagraph because they see right through me endofline they see right through me endofline they see right through endofline can you see right through me endofline they see right through endofline they see right through me endofline i see right through me endofline i see right through me endofparagraph[prechorus] endofline all the king's horses all the king's men endofline could not put me together again endofline because all of my enemies started out friends endofline help me hold on to you endofparagraph i have been the archer i have been the prey endofline who could ever leave me darling endofline but who could stay endofline i see right through me i see right through me endofline who could stay endofline who could stay endofline who could stay endofline you could stay endofline you could stay endofparagraph combat i am ready for combat endofparagraph
86,i think he knows endofline his footprints on the sidewalk endofline lead to where i can not stop endofline go there every night endofline i think he knows endofline his hands around a cold glass endofline make me want to know that endofline body like it is mine endofparagraph[prechorus] endofline he got that boyish look that i like in a man endofline i am an architect i am drawing up the plans endofline it is like i am 17 nobody understands endofline no one understands endofparagraph he got my heartbeat endofline skipping down 16th avenue endofline i got that ah i mean endofline want to see what is under that attitude like endofline i want you bless my soul endofline and i are not got to tell him i think he knows endofline i think he knows endofparagraph i think he knows endofline when we get all alone endofline i will make myself at home endofline and he will want me to stay endofline i think he knows endofline he would better lock it down endofline or i will not stick around endofline because good ones never wait ha endofparagraph[prechorus] endofline he got that boyish look that i like in a man endofline i am an architect i am drawing up the plans endofline he is so obsessed with me and boy i understand endofline boy i understand endofparagraph he got my heartbeat heartbeat endofline skipping down 16th avenue endofline i got that ah i mean i mean endofline want to see what is under that attitude like endofline i want you bless my soul endofline and i are not got to tell him i think he knows endofline i think he knows endofparagraph[postchorus] endofline i want you bless my endofline i want you bless my endofline i want you bless my endofline i want you bless my soul endofparagraph lyrical smile indigo eyes hand on my thigh endofline we could follow the sparks i will drive endofline lyrical smile indigo eyes hand on my thigh endofline we could follow the sparks i will drive endofline so where we going to go endofline i whisper in the dark endofline where we going to go endofline i think he knows endofparagraph he got my heartbeat heartbeat endofline skipping down 16th avenue baby endofline i got that ah i mean i mean endofline want to see what is under that attitude like yeah endofline i want you bless my soul endofline and i are not got to tell him i think he knows endofline i think he knows endofparagraph[postchorus] endofline i want you bless my endofline i want you bless my endofline i want you bless my oh baby endofline i want you bless my soul he got my heartbeat endofline i want you bless my skipping down 16th avenue baby endofline i want you bless my endofline i want you bless my soul endofline and i are not got to tell him i think he knows endofparagraph
87,you know i adore you i am crazier for you endofline than i was at 16 lost in a film scene endofline waving homecoming queens marching band playing endofline i am lost in the lights endofline american glory faded before me endofline now i am feeling hopeless ripped up my prom dress endofline running through rose thorns i saw the scoreboard endofline and ran for my life ah endofparagraph[prechorus] endofline no cameras catch my pageant smile endofline i counted days i counted miles endofline to see you there to see you there endofline it is been a long time coming but endofparagraph it is you and me that is my whole world endofline they whisper in the hallway she is a bad bad girl okay endofline the whole school is rolling fake dice endofline you play stupid games you win stupid prizes endofline it is you and me there is nothing like this endofline miss americana and the heartbreak prince okay endofline we are so sad we paint the town blue endofline voted most likely to run away with you endofparagraph my team is losing battered and bruising endofline i see the high fives between the bad guys endofline leave with my head hung you are the only one endofline who seems to care endofline american stories burning before me endofline i am feeling helpless the damsels are depressed endofline boys will be boys then where are the wise men endofline darling i am scared ah endofparagraph[prechorus 2] endofline no cameras catch my muffled cries endofline i counted days i counted miles endofline to see you there to see you there endofline and now the storm is coming but endofparagraph it is you and me that is my whole world endofline they whisper in the hallway she is a bad bad girl okay endofline the whole school is rolling fake dice endofline you play stupid games you win stupid prizes endofline it is you and me there is nothing like this endofline miss americana and the heartbreak prince okay endofline we are so sad we paint the town blue endofline voted most likely to run away with you endofparagraph and i do not want you to go i do not really want to fight endofline because nobody's going to win i think you should come home endofline and i do not want you to go i do not really want to fight endofline because nobody's going to win i think you should come home endofline and i do not want you to go i do not really want to fight endofline because nobody's going to win just thought you should know endofline and i will never let you go because i know this is a fight endofline that someday we are going to win endofparagraph it is you and me that is my whole world endofline they whisper in the hallway she is a bad bad girl endofline oh i just thought you should know you should know endofline it is you and me there is nothing like this like this endofline miss americana and the heartbreak prince okay endofline we are so sad we paint the town blue paint it blue endofline voted most likely to run away with you endofparagraph[postchorus] endofline and i do not want you to go i do not really want to fight endofline because nobody's going to win i think you should come home endofline and i will never let you go because i know this is a fight endofline that someday we are going to win just thought you should know endofparagraph it is you and me that is my whole world endofline they whisper in the hallway she is a bad bad girl endofline she is a bad bad girl endofparagraph
88,the moon is high endofline like your friends were the night that we first met endofline went home and tried to stalk you on the internet endofline now i have read all of the books beside your bed endofline the wine is cold endofline like the shoulder that i gave you in the street endofline cat and mouse for a month or two or three endofline now i wake up in the night and watch you breathe endofparagraph[prechorus] endofline ayy endofline kiss me once because you know i had a long night oh endofline kiss me twice because it is going to be alright uh endofline three times because i waited my whole life 1 2 1 2 3 4 endofparagraph i like shiny things but i would marry you with paper rings endofline uh huh that is right endofline darling you are the one i want and endofline i hate accidents except when we went from friends to this endofline uh huh that is right endofline darling you are the one i want endofline in paper rings in picture frames in dirty dreams endofline oh you are the one i want endofparagraph in the winter in the icy outdoor pool endofline when you jumped in first i went in too endofline i am with you even if it makes me blue endofline which takes me back endofline to the color that we painted your brother's wall endofline honey without all the exes fights and flaws endofline we would not be standing here so tall so endofparagraph[prechorus] endofline ayy endofline kiss you once because i know you had a long night oh endofline kiss you twice because it is going to be alright uh endofline three times because you waited your whole life 1 2 1 2 3 4 endofline ah endofparagraph i like shiny things but i would marry you with paper rings endofline uh huh that is right endofline darling you are the one i want and endofline i hate accidents except when we went from friends to this endofline uh huh that is right endofline darling you are the one i want endofline in paper rings in picture frames in dirty dreams endofline oh you are the one i want endofparagraph i want to drive away with you endofline i want your complications too endofline i want your dreary mondays endofline wrap your arms around me baby boy endofline i want to drive away with you endofline i want your complications too endofline i want your dreary mondays endofline wrap your arms around me baby boy endofline uh huh endofparagraph i like shiny things but i would marry you with paper rings endofline ahah that is right you are the one i want endofline i hate accidents except when we went from friends to this endofline ahah darling you are the one i want endofline i like shiny things but i would marry you with paper rings endofline uh huh that is right endofline darling you are the one i want and endofline i hate accidents except when we went from friends to this endofline uh huh that is right endofline darling you are the one i want endofline in paper rings in picture frames in all my dreams endofline you are the one i want endofline in paper rings in picture frames in all my dreams endofline oh you are the one i want endofparagraph you are the one i want one i want endofline you are the one i want one i want endofparagraph
89,we were in the backseat endofline drunk on something stronger than the drinks in the bar endofline i rent a place on cornelia street endofline i say casually in the car endofline we were a fresh page on the desk endofline filling in the blanks as we go endofline as if the street lights pointed in an arrow head endofline leading us home endofparagraph and i hope i never lose you hope it never ends endofline i would never walk cornelia street again endofline that is the kind of heartbreak time could never mend endofline i would never walk cornelia street again endofline and baby i get mystified by how this city screams your name endofline and baby i am so terrified of if you ever walk away endofline i would never walk cornelia street again endofline i would never walk cornelia street again endofparagraph windows flung right open autumn air endofline jacket 'round my shoulders is yours endofline we bless the rains on cornelia street endofline memorize the creaks in the floor endofline back when we were card sharks playing games endofline i thought you were leading me on endofline i packed my bags left cornelia street endofline before you even knew i was gone endofparagraph[prechorus] endofline but then you called showed your hand endofline i turned around before i hit the tunnel endofline sat on the roof you and i endofparagraph i hope i never lose you hope it never ends endofline i would never walk cornelia street again endofline that is the kind of heartbreak time could never mend endofline i would never walk cornelia street again endofline and baby i get mystified by how this city screams your name endofline and baby i am so terrified of if you ever walk away endofline i would never walk cornelia street again endofline i would never walk cornelia street again endofparagraph you hold my hand on the street endofline walk me back to that apartment endofline years ago we were just inside endofline barefoot in the kitchen endofline sacred new beginnings endofline that became my religion listen endofparagraph i hope i never lose you endofline i would never walk cornelia street again endofline oh never again endofline and baby i get mystified by how this city screams your name endofline and baby i am so terrified of if you ever walk away endofline i would never walk cornelia street again endofline i would never walk cornelia street again endofparagraph[postchorus] endofline i do not want to lose you hope it never ends endofline i would never walk cornelia street again endofline i do not want to lose you yeah endofparagraph i rent a place on cornelia street endofline i say casually in the car endofparagraph
